"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLL1PUS","197113","327300.619","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197213","351767.778","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197301","34556.608","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197302","30896.808","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197303","30724.955","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197304","29170.498","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197305","29628.759","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197306","31901.675","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197307","34820.561","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197308","36045.285","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197309","32792.659","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197310","32443.211","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197311","32133.008","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197312","34097.576","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197313","389211.603","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197401","34546.945","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197402","30815.417","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197403","31593.743","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197404","29647.422","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197405","31676.372","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197406","31699.986","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197407","36088.579","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197408","35531.108","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197409","30958.435","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197410","32034.019","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197411","32119.598","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197412","35099.176","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197413","391810.8","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197501","35832.501","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197502","32091.315","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197503","32789.104","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197504","30543.039","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197505","30570.793","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197506","33450.798","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197507","36559.815","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197508","37961.932","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197509","32603.458","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197510","32847.755","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197511","33327.362","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197512","37384.56","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197513","405962.432","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197601","39980.648","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197602","34959.411","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197603","36092.888","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197604","33800.91","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197605","33939.843","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197606","36375.782","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197607","39835.088","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197608","40324.319","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197609","35890.319","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197610","36774.081","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197611","38829.559","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197612","41568.126","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197613","448370.974","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197701","43250.004","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197702","37660.088","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197703","37238.279","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197704","34038.909","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197705","37151.007","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197706","40139.032","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197707","44961.666","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197708","44157.685","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197709","40155.399","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197710","38367.183","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197711","38708.702","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197712","41298.009","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197713","477125.963","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197801","42708.646","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197802","35833.034","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197803","34004.532","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197804","34617.566","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197805","37199.423","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197806","40794.014","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197807","44118.329","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197808","46039.96","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197809","42646.081","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197810","39852.851","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197811","39751.041","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197812","43669.35","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197813","481234.827","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197901","46901.502","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197902","41891.492","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197903","41781.257","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197904","38979.296","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197905","41531.803","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197906","44008.087","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197907","48216.408","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197908","48549.13","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197909","42167.414","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197910","42970.038","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197911","42979.923","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197912","47074.898","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","197913","527051.248","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198001","50370.541","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198002","47512.382","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198003","46684.915","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198004","40692.272","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198005","41463.635","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198006","45820.609","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198007","53655.139","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198008","53213.874","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198009","47913.317","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198010","45092.124","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198011","45697.927","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198012","51157","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198013","569273.735","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198101","54688.052","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198102","47913.769","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198103","48398.199","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198104","43677.223","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198105","44999.481","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198106","50079.734","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198107","56144.25","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198108","54482.822","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198109","48482.63","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198110","47800.454","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198111","47013.803","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198112","53116.416","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198113","596796.833","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198201","56825.483","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198202","48877.588","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198203","47884.142","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198204","43490.175","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198205","45621.623","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198206","47424.139","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198207","55247.555","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198208","54837.954","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198209","48414.354","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198210","46329.85","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198211","47798.988","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198212","50913.793","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198213","593665.644","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198301","53351.495","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198302","45772.366","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198303","47109.54","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198304","43588.608","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198305","45690.79","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198306","50337.923","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198307","60390.025","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198308","63766.735","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198309","54212.246","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198310","50689.06","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198311","51185.201","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198312","59117.323","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198313","625211.312","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198401","60224.697","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198402","52257.381","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198403","54533.663","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198404","47564.774","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198405","49507.304","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198406","56970.893","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198407","60358.747","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198408","63395.512","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198409","54044.627","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198410","54752.533","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198411","54229.361","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198412","56559.593","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198413","664399.085","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198501","63644.544","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198502","55490.69","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198503","54783.606","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198504","50902.514","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198505","54595.222","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198506","57634.457","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198507","64251.963","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198508","63076.25","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198509","56779.92","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198510","54968.992","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198511","54310.975","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198512","63401.633","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198513","693840.766","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198601","64033.786","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198602","55050.301","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198603","53898.149","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198604","48113.827","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198605","51420.081","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198606","58891.814","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198607","68021.322","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198608","61708.842","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198609","56535.799","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198610","54115.982","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198611","54157.619","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198612","59108.26","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198613","685055.782","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198701","62414.333","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198702","53715.269","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198703","54647.253","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198704","51434.622","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198705","56483.958","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198706","63499.704","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198707","70736.229","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198708","70074.75","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198709","59259.45","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198710","57117.181","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198711","55960.83","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198712","62550.575","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198713","717894.154","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198801","67849.51","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198802","61401.119","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198803","58758.029","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198804","54135.212","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198805","56529.416","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198806","65342.55","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198807","71749.021","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198808","75252.573","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198809","61540.128","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198810","59561.478","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198811","59304.53","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198812","66948.036","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198813","758371.602","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198901","67172.666","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198902","63165.514","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198903","62381.976","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198904","56484.851","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198905","58883.188","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198906","64022.014","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198907","70144.326","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198908","70921.933","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198909","63292.135","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198910","60929.517","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198911","61376.967","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198912","72775.854","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","198913","771550.942","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199001","67107.091","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199002","58694.765","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199003","61494.728","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199004","58517.792","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199005","59853.905","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199006","65994.817","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199007","72268.356","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
"CLL1PUS","199008","73838.964","1","Coal Consumption for Electricity Generation, Electric Power Sector","Thousand Short Tons"
